uuid,url,datetime_utc,time_class,time_control,rated,my_color,opponent,my_rating,opponent_rating,rating_diff,outcome,termination_reason,eco_code,opening_name,opening_family,num_plies,num_full_moves,first_move_mine,castled,castle_side,castle_move_number,datetime_local,day_of_week,hour_of_day
fc24bc47-6bd7-11ed-a6e4-78ac4409ff3c,https://www.chess.com/game/live/63019821639,2022-11-24 09:12:13+00:00,rapid,600,True,white,heomal,294,369,-75,loss,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,122,61,e4,True,kingside,16.0,2022-11-24 12:12:13+00:00,Thursday,12
abb2b92a-6bdb-11ed-a6e4-78ac4409ff3c,https://www.chess.com/game/live/63021601043,2022-11-24 09:38:04+00:00,rapid,600,True,black,heomal,170,376,-206,loss,Abandoned,C40,Kings Pawn Opening Kings Knight Variation,Kings Pawn Opening Kings Knight Variation,15,8,e5,False,,,2022-11-24 12:38:04+00:00,Thursday,12
9857521c-6bdc-11ed-a6e4-78ac4409ff3c,https://www.chess.com/game/live/63022161203,2022-11-24 09:45:33+00:00,rapid,600,True,white,heomal,351,364,-13,win,Checkmate,A40,Queens Pawn Opening Mikenas Defense,Queens Pawn Opening Mikenas Defense,87,44,d4,True,kingside,33.0,2022-11-24 12:45:33+00:00,Thursday,12
39c91e8d-6c87-11ed-a6e4-78ac4409ff3c,https://www.chess.com/game/live/63095370247,2022-11-25 06:06:40+00:00,rapid,600,True,white,heomal,437,332,105,win,Checkmate,C41,Philidor Defense,Philidor Defense,77,39,e4,False,,,2022-11-25 09:06:40+00:00,Friday,9
d152d74f-8941-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66253992729,2022-12-31 19:32:15+00:00,rapid,600,True,black,PeerNic,518,462,56,win,Resignation,A00,Unclassified,Unclassified,16,8,d5,True,kingside,6.0,2022-12-31 22:32:15+00:00,Saturday,22
df24c934-8942-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66254538411,2022-12-31 19:39:48+00:00,rapid,600,True,black,AnthonyJW,534,611,-77,draw,Stalemate,C40,Kings Pawn Opening Kings Knight Gunderam Defense,Kings Pawn Opening Kings Knight Gunderam Defense,80,40,e5,False,,,2022-12-31 22:39:48+00:00,Saturday,22
ddaf071b-8944-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66255611439,2022-12-31 19:54:16+00:00,rapid,600,True,white,thanh140842,582,491,91,win,Timeout,A00,Van Geet Opening Reversed Nimzowitsch Napoleon Attack,Van Geet Opening Reversed Nimzowitsch Napoleon Attack,61,31,d4,False,,,2022-12-31 22:54:16+00:00,Saturday,22
4f09e5c9-8949-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66257449257,2022-12-31 20:26:00+00:00,rapid,600,True,white,Hendex20,619,510,109,win,Resignation,C77,Ruy Lopez Opening Morphy Defense Wormald Attack 5...b5 6.Bb3,Ruy Lopez Opening Morphy Defense Wormald Attack,59,30,e4,True,kingside,9.0,2022-12-31 23:26:00+00:00,Saturday,23
ea3cc66d-894a-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66258079459,2022-12-31 20:37:23+00:00,rapid,600,True,black,quannodrilla,576,611,-35,loss,Checkmate,C20,Kings Pawn Opening Leonardis Variation 2...Nf6 3.Nf3,Kings Pawn Opening Leonardis Variation,45,23,e5,True,kingside,10.0,2022-12-31 23:37:23+00:00,Saturday,23
f8a46830-894b-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66258628589,2022-12-31 20:45:09+00:00,rapid,600,True,white,Mussahmed,536,557,-21,loss,Checkmate,D00,Queens Pawn Opening Chigorin Variation 2...c6,Queens Pawn Opening Chigorin Variation,50,25,d4,True,kingside,10.0,2022-12-31 23:45:09+00:00,Saturday,23
c0afc66f-8974-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66276048611,2023-01-01 01:37:01+00:00,rapid,600,True,black,daleelhagy1,529,465,64,draw,Time vs insufficient material,C55,Italian Game Two Knights Defense 4.O O,Italian Game Two Knights Defense,130,65,e5,True,kingside,11.0,2023-01-01 04:37:01+00:00,Sunday,4
a35d0874-8977-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66277257053,2023-01-01 01:57:41+00:00,rapid,600,True,white,disabled_guy,526,497,29,draw,Time vs insufficient material,A46,Indian Game Tartakower Defense,Indian Game Tartakower Defense,93,47,d4,True,kingside,14.0,2023-01-01 04:57:41+00:00,Sunday,4
33535d3e-897a-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66278432311,2023-01-01 02:15:46+00:00,rapid,600,True,black,Krumbed,500,570,-70,loss,Checkmate,C20,Kings Pawn Opening Leonardis Variation 2...Nf6,Kings Pawn Opening Leonardis Variation,101,51,e5,True,kingside,8.0,2023-01-01 05:15:46+00:00,Sunday,5
f742cd63-89f0-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66329459269,2023-01-01 16:26:02+00:00,rapid,600,True,white,TqvenDedasSheveci,519,366,153,win,Checkmate,D02,Queens Pawn Opening Zukertort Chigorin Variation,Queens Pawn Opening Zukertort Chigorin Variation,73,37,d4,False,,,2023-01-01 19:26:02+00:00,Sunday,19
5bacb8fb-8a31-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66357059303,2023-01-02 00:07:02+00:00,rapid,600,True,black,zenzlord,495,537,-42,loss,Checkmate,A40,Englund Gambit,Englund Gambit,53,27,e5,False,,,2023-01-02 03:07:02+00:00,Monday,3
cdce989e-8a32-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66357664137,2023-01-02 00:17:19+00:00,rapid,600,True,black,Cryoxn,514,419,95,win,Checkmate,A00,Van t Kruijs Opening 1...d5,Van t Kruijs Opening,42,21,d5,False,,,2023-01-02 03:17:19+00:00,Monday,3
bd1f37e8-8a36-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66359431911,2023-01-02 00:45:37+00:00,rapid,600,True,white,brainieck,534,475,59,win,Checkmate,A04,Reti Opening Kingside Fianchetto Variation 2.e4,Reti Opening Kingside Fianchetto Variation,67,34,e4,True,kingside,10.0,2023-01-02 03:45:37+00:00,Monday,3
66508d9c-8a38-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66360062467,2023-01-02 00:57:18+00:00,rapid,600,True,white,HDFossil,551,460,91,win,Checkmate,B01,Scandinavian Defense,Scandinavian Defense,33,17,e4,False,,,2023-01-02 03:57:18+00:00,Monday,3
ba17e362-8a39-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66360653281,2023-01-02 01:07:11+00:00,rapid,600,True,black,ThaZiki,565,441,124,win,Checkmate,D00,Queens Pawn Opening 1...d5 2.e3,Queens Pawn Opening,142,71,d5,False,,,2023-01-02 04:07:11+00:00,Monday,4
5001353a-8a4b-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66367936289,2023-01-02 03:12:43+00:00,rapid,600,True,white,mikeymove,550,636,-86,loss,Checkmate,C50,Italian Game,Italian Game,20,10,e4,True,kingside,9.0,2023-01-02 06:12:43+00:00,Monday,6
ad748bde-8a4b-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66368425627,2023-01-02 03:15:22+00:00,rapid,600,True,black,kaiinotbad,535,639,-104,loss,Checkmate,D00,Queens Pawn Opening Chigorin Variation,Queens Pawn Opening Chigorin Variation,29,15,d5,False,,,2023-01-02 06:15:22+00:00,Monday,6
97ef29d4-8acf-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66424962269,2023-01-02 18:59:38+00:00,rapid,600,True,white,PetoBenak,515,491,24,loss,Checkmate,C57,Italian Game Knight Attack Fritz Variation,Italian Game Knight Attack Fritz Variation,48,24,e4,True,kingside,14.0,2023-01-02 21:59:38+00:00,Monday,21
eb1fbe09-8ad0-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66425547883,2023-01-02 19:09:14+00:00,rapid,600,True,black,robertoalcantar,535,583,-48,win,Timeout,D02,Queens Pawn Opening Zukertort Chigorin Variation 3.e3,Queens Pawn Opening Zukertort Chigorin Variation,70,35,d5,False,,,2023-01-02 22:09:14+00:00,Monday,22
f5221f9f-8b72-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66495136047,2023-01-03 14:29:00+00:00,rapid,600,True,white,E_Wisener,555,608,-53,win,Resignation,C50,Italian Game,Italian Game,51,26,e4,False,,,2023-01-03 17:29:00+00:00,Tuesday,17
052b14fa-8b74-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66495678011,2023-01-03 14:36:48+00:00,rapid,600,True,black,MelaniaEpiskoposyan,572,598,-26,win,Timeout,B01,Scandinavian Defense,Scandinavian Defense,84,42,d5,False,,,2023-01-03 17:36:48+00:00,Tuesday,17
5e946a9e-8b76-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66496798933,2023-01-03 14:53:38+00:00,rapid,600,True,black,Yaterr,582,426,156,win,Checkmate,A00,Mieses Opening 1...d5,Mieses Opening,96,48,d5,False,,,2023-01-03 17:53:38+00:00,Tuesday,17
eba2cd8a-8bda-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66539550985,2023-01-04 02:53:12+00:00,rapid,600,True,white,AddictedToChess46,599,646,-47,win,Resignation,B01,Scandinavian Defense,Scandinavian Defense,49,25,e4,False,,,2023-01-04 05:53:12+00:00,Wednesday,5
7715b2f5-8bdc-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66540610451,2023-01-04 03:04:24+00:00,rapid,600,True,white,Freestyler2406,611,547,64,win,Timeout,C57,Italian Game Knight Attack Normal Variation,Italian Game Knight Attack Normal Variation,75,38,e4,False,,,2023-01-04 06:04:24+00:00,Wednesday,6
5d97432a-8c80-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66610894231,2023-01-04 22:37:36+00:00,rapid,600,True,black,goldymoment12,624,601,23,win,Timeout,D00,Queens Pawn Opening Accelerated London System,Queens Pawn Opening Accelerated London System,70,35,d5,True,kingside,10.0,2023-01-05 01:37:36+00:00,Thursday,1
ccc84f30-8c82-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66612032503,2023-01-04 22:55:00+00:00,rapid,600,True,white,resultanthippo,637,622,15,win,Resignation,C40,Kings Pawn Opening Latvian Mayet Attack 3...fxe4 4.Nxe5,Kings Pawn Opening Latvian Mayet Attack,41,21,e4,True,kingside,10.0,2023-01-05 01:55:00+00:00,Thursday,1
8b4c9624-8c83-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66612152355,2023-01-04 23:00:29+00:00,rapid,600,True,black,PTxMiguel04,626,692,-66,loss,Checkmate,B01,Scandinavian Defense Closed,Scandinavian Defense Closed,111,56,d5,True,kingside,20.0,2023-01-05 02:00:29+00:00,Thursday,2
fda91e60-8c98-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66621603743,2023-01-05 01:33:47+00:00,rapid,600,True,black,seif68,615,667,-52,loss,Resignation,B01,Scandinavian Defense 2.exd5,Scandinavian Defense,9,5,d5,False,,,2023-01-05 04:33:47+00:00,Thursday,4
17812d3e-8c99-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66621615915,2023-01-05 01:34:34+00:00,rapid,600,True,white,MessiRuiz,612,535,77,draw,Stalemate,C42,Petrovs Defense,Petrovs Defense,93,47,e4,False,,,2023-01-05 04:34:34+00:00,Thursday,4
f44f6790-8c9a-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66622271665,2023-01-05 01:47:51+00:00,rapid,600,True,black,thatsalotofdama,614,682,-68,draw,Repetition,A00,Saragossa Opening 1...d5,Saragossa Opening,139,70,d5,False,,,2023-01-05 04:47:51+00:00,Thursday,4
5df45167-8c9d-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66623425085,2023-01-05 02:05:15+00:00,rapid,600,True,white,badatthegame2601,616,682,-66,draw,Stalemate,C55,Italian Game Two Knights Defense,Italian Game Two Knights Defense,120,60,e4,True,kingside,12.0,2023-01-05 05:05:15+00:00,Thursday,5
2a18a309-8cda-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66649315559,2023-01-05 09:20:19+00:00,rapid,600,True,black,Jona332q,607,690,-83,loss,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,7,4,e5,False,,,2023-01-05 12:20:19+00:00,Thursday,12
48c591c1-8cda-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66649330193,2023-01-05 09:21:11+00:00,rapid,600,True,black,alekssej,595,566,29,loss,Checkmate,B01,Scandinavian Defense Closed 2...dxe4 3.Nxe4,Scandinavian Defense Closed,41,21,d5,True,queenside,9.0,2023-01-05 12:21:11+00:00,Thursday,12
4b5632a6-8cdb-11ed-b5e4-78ac4409ff3c,https://www.chess.com/game/live/66649883829,2023-01-05 09:28:27+00:00,rapid,600,True,white,johnnychessplaya,608,684,-76,win,Checkmate,A40,Englund Gambit,Englund Gambit,43,22,d4,False,,,2023-01-05 12:28:27+00:00,Thursday,12
fe58da54-8cf7-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66662376975,2023-01-05 12:53:53+00:00,rapid,600,True,black,coltonbateman,600,695,-95,loss,Resignation,C50,Giuoco Piano Game Four Knights Game,Giuoco Piano Game Four Knights Game,29,15,e5,True,kingside,7.0,2023-01-05 15:53:53+00:00,Thursday,15
b3c7ac47-8d0a-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66670287453,2023-01-05 15:07:43+00:00,rapid,600,True,black,dariuslmao,592,668,-76,loss,Checkmate,C42,Petrovs Defense Classical Damiano Variation Kholmov Gambit 5.Qxe4,Petrovs Defense Classical Damiano Variation Kholmov Gambit,79,40,e5,False,,,2023-01-05 18:07:43+00:00,Thursday,18
9d2e30a1-8d0b-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66670794197,2023-01-05 15:14:17+00:00,rapid,600,True,white,MollyMuennink,601,537,64,win,Timeout,C24,Bishops Opening Berlin Defense,Bishops Opening Berlin Defense,109,55,e4,True,kingside,19.0,2023-01-05 18:14:17+00:00,Thursday,18
c3371935-8d0e-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66672065679,2023-01-05 15:37:00+00:00,rapid,600,True,white,smith_22,593,667,-74,loss,Checkmate,A04,Reti Opening Kingside Fianchetto Variation 2.e4 Bg7,Reti Opening Kingside Fianchetto Variation,72,36,e4,False,,,2023-01-05 18:37:00+00:00,Thursday,18
d80a1a95-8d0f-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66672603499,2023-01-05 15:44:34+00:00,rapid,600,True,white,Fer542,585,650,-65,loss,Abandoned,C24,Bishops Opening Berlin Defense,Bishops Opening Berlin Defense,40,20,e4,False,,,2023-01-05 18:44:34+00:00,Thursday,18
5f4e61a1-8db6-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66744034351,2023-01-06 11:36:52+00:00,rapid,600,True,white,LauPek,587,652,-65,draw,Stalemate,B02,Alekhines Defense,Alekhines Defense,138,69,e4,False,,,2023-01-06 14:36:52+00:00,Friday,14
fe91a4f7-8db8-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66745209565,2023-01-06 11:55:28+00:00,rapid,600,True,black,Darieman,594,520,74,win,Checkmate,C21,Center Game,Center Game,48,24,e5,True,kingside,9.0,2023-01-06 14:55:28+00:00,Friday,14
181b5e79-8dbf-11ed-8ad3-b7691d01000f,https://www.chess.com/game/live/66748167920,2023-01-06 12:38:53+00:00,rapid,600,False,black,Laithwm,594,315,279,win,Checkmate,A00,Van t Kruijs Opening 1...d5,Van t Kruijs Opening,48,24,d5,True,queenside,11.0,2023-01-06 15:38:53+00:00,Friday,15
be8e7352-8dbf-11ed-8ad3-b7691d01000f,https://www.chess.com/game/live/66748852652,2023-01-06 12:43:15+00:00,rapid,600,False,white,Laithwm,594,315,279,win,Checkmate,B02,Alekhines Defense,Alekhines Defense,115,58,e4,True,queenside,15.0,2023-01-06 15:43:15+00:00,Friday,15
9f856faa-8dc1-11ed-99fa-857c9001000f,https://www.chess.com/game/live/66749368056,2023-01-06 12:56:57+00:00,rapid,600,False,black,Laithwm,594,315,279,win,Checkmate,A00,Van t Kruijs Opening 1...e5,Van t Kruijs Opening,52,26,e5,True,kingside,7.0,2023-01-06 15:56:57+00:00,Friday,15
8ae26ccf-8dc2-11ed-a76f-aa393d01000f,https://www.chess.com/game/live/66749533060,2023-01-06 13:04:57+00:00,rapid,600,False,white,Laithwm,594,315,279,win,Abandoned,B01,Scandinavian Defense Mieses Kotrc Variation,Scandinavian Defense Mieses Kotrc Variation,33,17,e4,False,,,2023-01-06 16:04:57+00:00,Friday,16
88965752-8de3-11ed-99fa-857c9001000f,https://www.chess.com/game/live/66763424596,2023-01-06 16:59:47+00:00,bullet,60,False,white,Laithwm,800,400,400,loss,Timeout,B01,Scandinavian Defense 2.exd5,Scandinavian Defense,58,29,e4,True,queenside,18.0,2023-01-06 19:59:47+00:00,Friday,19
e3f6fb3c-8de3-11ed-8ad3-b7691d01000f,https://www.chess.com/game/live/66763806144,2023-01-06 17:02:16+00:00,bullet,60,False,black,Laithwm,800,400,400,win,Timeout,A06,Reti Opening 1...d5,Reti Opening,98,49,d5,False,,,2023-01-06 20:02:16+00:00,Friday,20
3cfc492e-8de4-11ed-a76f-aa393d01000f,https://www.chess.com/game/live/66763861436,2023-01-06 17:04:43+00:00,bullet,60,False,white,Laithwm,800,400,400,loss,Checkmate,B00,Nimzowitsch Defense,Nimzowitsch Defense,58,29,e4,True,kingside,27.0,2023-01-06 20:04:43+00:00,Friday,20
9af5cf8d-8e72-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66824973851,2023-01-07 10:04:07+00:00,rapid,600,True,black,23rodd23,602,548,54,win,Resignation,B01,Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qe5 4.Be2,Scandinavian Defense Mieses Kotrc Variation,34,17,d5,False,,,2023-01-07 13:04:07+00:00,Saturday,13
7b734ae0-8e73-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66825092285,2023-01-07 10:10:20+00:00,rapid,600,True,white,Fajar120802,611,601,10,win,Resignation,B20,Sicilian Defense,Sicilian Defense,7,4,e4,False,,,2023-01-07 13:10:20+00:00,Saturday,13
20b02b0d-8e74-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66825592021,2023-01-07 10:14:59+00:00,rapid,600,True,black,Matty551,603,627,-24,loss,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,37,19,e5,False,,,2023-01-07 13:14:59+00:00,Saturday,13
c233f9e8-8e74-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66825679227,2023-01-07 10:19:30+00:00,rapid,600,True,white,moiseevv_bugattito,610,452,158,win,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,33,17,e4,True,kingside,13.0,2023-01-07 13:19:30+00:00,Saturday,13
277382a6-8e76-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66826280899,2023-01-07 10:29:37+00:00,rapid,600,True,black,siripanlop,617,523,94,win,Checkmate,A40,Englund Gambit Mosquito Gambit,Englund Gambit Mosquito Gambit,110,55,e5,True,kingside,19.0,2023-01-07 13:29:37+00:00,Saturday,13
c847c0ce-8e8a-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66835253637,2023-01-07 12:57:16+00:00,rapid,600,True,white,hvrun,625,485,140,win,Checkmate,B20,Sicilian Defense,Sicilian Defense,93,47,e4,True,queenside,17.0,2023-01-07 15:57:16+00:00,Saturday,15
c7ed01cc-8e8b-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66835786637,2023-01-07 13:04:29+00:00,rapid,600,True,black,Neofita68,626,656,-30,draw,Stalemate,C25,Vienna Game,Vienna Game,158,79,e5,True,kingside,16.0,2023-01-07 16:04:29+00:00,Saturday,16
71d3a7cb-8e8e-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66836965109,2023-01-07 13:23:20+00:00,rapid,600,True,black,Maniek0207,632,539,93,win,Abandoned,C23,Bishops Opening,Bishops Opening,12,6,e5,False,,,2023-01-07 16:23:20+00:00,Saturday,16
f5eb9e30-8ea9-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66848564305,2023-01-07 16:40:22+00:00,rapid,600,False,white,Laithwm,632,321,311,win,Resignation,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,7,4,e4,False,,,2023-01-07 19:40:22+00:00,Saturday,19
28baab72-8eaa-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66848604387,2023-01-07 16:41:44+00:00,rapid,600,True,black,kumasury,642,499,143,win,Resignation,A00,Van t Kruijs Opening 1...e5,Van t Kruijs Opening,12,6,e5,False,,,2023-01-07 19:41:44+00:00,Saturday,19
6ef68ee3-8eaa-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66848978825,2023-01-07 16:43:47+00:00,rapid,600,True,white,Airomero,650,584,66,win,Checkmate,B00,Kings Pawn Opening,Kings Pawn Opening,63,32,e4,False,,,2023-01-07 19:43:47+00:00,Saturday,19
1fedc6ed-8eb3-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66852643119,2023-01-07 17:45:56+00:00,rapid,600,True,black,brentkiley3,644,734,-90,loss,Checkmate,C40,Kings Pawn Opening Kings Knight Variation,Kings Pawn Opening Kings Knight Variation,27,14,e5,False,,,2023-01-07 20:45:56+00:00,Saturday,20
8cce8c64-8eb3-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66852731307,2023-01-07 17:49:11+00:00,rapid,600,True,white,ktecz00nio,652,624,28,win,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,111,56,e4,False,,,2023-01-07 20:49:11+00:00,Saturday,20
4d4922f3-8f44-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66915000339,2023-01-08 11:05:31+00:00,rapid,600,True,white,Cku1701,643,600,43,loss,Resignation,B00,Nimzowitsch Defense,Nimzowitsch Defense,96,48,e4,False,,,2023-01-08 14:05:31+00:00,Sunday,14
a38891de-8f52-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66921070863,2023-01-08 12:47:54+00:00,rapid,600,True,white,EchoSung,653,719,-66,win,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,65,33,e4,True,kingside,20.0,2023-01-08 15:47:54+00:00,Sunday,15
6b33878b-8f78-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66937311211,2023-01-08 17:18:44+00:00,rapid,600,True,black,Krintel00,644,616,28,loss,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,119,60,e5,True,kingside,16.0,2023-01-08 20:18:44+00:00,Sunday,20
eb847006-8f89-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66944972817,2023-01-08 19:23:33+00:00,rapid,600,True,black,MikailSakalov,652,606,46,win,Resignation,B07,Pirc Defense Modern Defense Geller System 2...Nf6 3.Nc3 e5,Pirc Defense Modern Defense Geller System,50,25,e5,False,,,2023-01-08 22:23:33+00:00,Sunday,22
eeda5c4c-8f8a-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66945183103,2023-01-08 19:30:44+00:00,rapid,600,True,white,Amir945694,659,577,82,win,Resignation,B01,Scandinavian Defense,Scandinavian Defense,17,9,e4,False,,,2023-01-08 22:30:44+00:00,Sunday,22
43a3aefb-8f8b-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/66945562605,2023-01-08 19:33:04+00:00,rapid,600,True,black,slugeh,668,666,2,win,Abandoned,C20,Kings Pawn Opening Leonardis Variation,Kings Pawn Opening Leonardis Variation,68,34,e5,True,kingside,6.0,2023-01-08 22:33:04+00:00,Sunday,22
f9df3ea8-903f-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67023069433,2023-01-09 17:06:40+00:00,rapid,600,True,black,xentross,675,518,157,win,Checkmate,A40,Englund Gambit,Englund Gambit,44,22,e5,False,,,2023-01-09 20:06:40+00:00,Monday,20
04c31141-9041-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67023594479,2023-01-09 17:14:07+00:00,rapid,600,True,black,DIEGOCORONADO124,669,768,-99,loss,Checkmate,A40,Englund Gambit 2.dxe5,Englund Gambit,37,19,e5,True,kingside,8.0,2023-01-09 20:14:07+00:00,Monday,20
4285594a-9042-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67024161077,2023-01-09 17:23:01+00:00,rapid,600,True,black,NinjaPro01,663,749,-86,loss,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,31,16,e5,False,,,2023-01-09 20:23:01+00:00,Monday,20
e415d276-9042-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67024296679,2023-01-09 17:27:34+00:00,rapid,600,True,white,avoidsosa,654,658,-4,loss,Checkmate,C20,Kings Pawn Opening 1...e5,Kings Pawn Opening,38,19,e4,True,kingside,15.0,2023-01-09 20:27:34+00:00,Monday,20
b2065fd1-90a1-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67065000193,2023-01-10 04:46:22+00:00,rapid,600,True,white,Azertilog,661,608,53,win,Abandoned,B01,Scandinavian Defense Modern Icelandic Palme Gambit,Scandinavian Defense Modern Icelandic Palme Gambit,41,21,e4,True,kingside,15.0,2023-01-10 07:46:22+00:00,Tuesday,7
94a70a32-90a2-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67065544979,2023-01-10 04:52:22+00:00,rapid,600,True,white,Zelayr,655,761,-106,loss,Checkmate,C42,Petrovs Defense Classical Variation,Petrovs Defense Classical Variation,116,58,e4,True,kingside,15.0,2023-01-10 07:52:22+00:00,Tuesday,7
1c225a7f-9109-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67109460891,2023-01-10 17:06:40+00:00,rapid,600,True,white,bisovp,647,680,-33,loss,Checkmate,B07,Pirc Defense Modern Defense Geller System,Pirc Defense Modern Defense Geller System,76,38,e4,False,,,2023-01-10 20:06:40+00:00,Tuesday,20
6dc6582e-9111-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67113048449,2023-01-10 18:06:13+00:00,rapid,600,True,white,casborghijs,654,544,110,win,Checkmate,C30,Kings Gambit,Kings Gambit,139,70,e4,True,queenside,21.0,2023-01-10 21:06:13+00:00,Tuesday,21
2d76b0b0-9114-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67114240755,2023-01-10 18:25:42+00:00,rapid,600,True,white,eckoneyo,662,658,4,win,Checkmate,B01,Scandinavian Defense Mieses Kotrc Variation,Scandinavian Defense Mieses Kotrc Variation,87,44,e4,True,queenside,16.0,2023-01-10 21:25:42+00:00,Tuesday,21
e39fabfb-9165-11ed-a521-0f015a01000f,https://www.chess.com/game/live/67149597480,2023-01-11 04:10:38+00:00,rapid,600,False,white,saado11,662,657,5,loss,Checkmate,B20,Sicilian Defense,Sicilian Defense,44,22,e4,False,,,2023-01-11 07:10:38+00:00,Wednesday,7
070b8d54-9167-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67149637925,2023-01-11 04:18:56+00:00,rapid,600,True,black,saado11,654,783,-129,loss,Resignation,C45,Scotch Game,Scotch Game,65,33,e5,False,,,2023-01-11 07:18:56+00:00,Wednesday,7
f70750c4-917b-11ed-b9f6-78ac4409ff3c,https://www.chess.com/game/live/67158637363,2023-01-11 06:48:51+00:00,rapid,600,True,white,I-L0VE-MANG0S,655,206,449,win,Resignation,B02,Alekhines Defense,Alekhines Defense,54,27,e4,True,kingside,15.0,2023-01-11 09:48:51+00:00,Wednesday,9
